student_id,term,subject,score
S2086,Term1,Biology,47.0
S2086,Term2,Math,60.3
S2086,Term2,English,77.7
S2086,Term2,Science,77.8
S2086,Term2,History,51.9
S2086,Term2,Computer Science,76.8
S2086,Term2,Economics,81.6
S2086,Term2,Biology,75.1
S2086,Term3,Math,72.3
S2086,Term3,English,68.6
S2086,Term3,Science,68.8
S2086,Term3,History,58.5
S2086,Term3,Computer Science,45.2
S2086,Term3,Economics,68.4
S2086,Term3,Biology,44.1
S2087,Term1,Math,68.1
S2087,Term1,English,67.4
S2087,Term1,Science,73.3
S2087,Term1,History,49.8
S2087,Term1,Computer Science,60.3
S2087,Term1,Economics,71.6
S2087,Term1,Biology,60.7
S2087,Term2,Math,84.9
S2087,Term2,English,75.2
S2087,Term2,Science,83.3
S2087,Term2,History,63.6
S2087,Term2,Computer Science,71.7
S2087,Term2,Economics,71.9
S2087,Term2,Biology,58.9
S2087,Term3,Math,79.7
S2087,Term3,English,62.8
S2087,Term3,Science,69.5
S2087,Term3,History,87.4
S2087,Term3,Computer Science,66.9
S2087,Term3,Economics,71.8
S2087,Term3,Biology,80.1
S2088,Term1,Math,65.6
S2088,Term1,English,55.9
S2088,Term1,Science,61.6
S2088,Term1,History,66.2
S2088,Term1,Computer Science,59.7
S2088,Term1,Economics,56.1
S2088,Term1,Biology,60.9
S2088,Term2,Math,80.5
S2088,Term2,English,60.8
S2088,Term2,Science,85.5
S2088,Term2,History,70.5
S2088,Term2,Computer Science,51.2
S2088,Term2,Economics,64.7
S2088,Term2,Biology,68.4
S2088,Term3,Math,30.4
S2088,Term3,English,34.6
S2088,Term3,Science,31.6
S2088,Term3,History,60.0
S2088,Term3,Computer Science,42.6
S2088,Term3,Economics,48.1
S2088,Term3,Biology,39.1
S2089,Term1,Math,55.1
S2089,Term1,English,74.0
S2089,Term1,Science,59.8
S2089,Term1,History,68.6
S2089,Term1,Computer Science,66.0
S2089,Term1,Economics,74.6
S2089,Term1,Biology,68.2
S2089,Term2,Math,66.2
S2089,Term2,English,84.4
S2089,Term2,Science,79.2
S2089,Term2,History,98.4
S2089,Term2,Computer Science,96.8
S2089,Term2,Economics,71.8
S2089,Term2,Biology,68.9
S2089,Term3,Math,74.9
S2089,Term3,English,69.0
S2089,Term3,Science,81.5
S2089,Term3,History,70.5
S2089,Term3,Computer Science,75.0
S2089,Term3,Economics,99.9
S2089,Term3,Biology,77.3
S2090,Term1,Math,62.0
S2090,Term1,English,50.2
S2090,Term1,Science,70.1
S2090,Term1,History,67.1
S2090,Term1,Computer Science,62.7
S2090,Term1,Economics,51.1
S2090,Term1,Biology,51.0
S2090,Term2,Math,61.8
S2090,Term2,English,62.3
S2090,Term2,Science,55.3
S2090,Term2,History,51.4
S2090,Term2,Computer Science,57.8
S2090,Term2,Economics,41.2
S2090,Term2,Biology,54.7
S2090,Term3,Math,82.0
S2090,Term3,English,74.2
S2090,Term3,Science,77.3
S2090,Term3,History,80.8
S2090,Term3,Computer Science,61.0
S2090,Term3,Economics,76.1
S2090,Term3,Biology,82.1
S2091,Term1,Math,52.3
S2091,Term1,English,54.7
S2091,Term1,Science,42.4
S2091,Term1,History,67.2
S2091,Term1,Computer Science,56.4
S2091,Term1,Economics,64.4
S2091,Term1,Biology,55.7
S2091,Term2,Math,85.8
S2091,Term2,English,83.4
S2091,Term2,Science,73.0
S2091,Term2,History,65.3
S2091,Term2,Computer Science,67.4
S2091,Term2,Economics,83.6
S2091,Term2,Biology,79.8
S2091,Term3,Math,64.9
S2091,Term3,English,64.4
S2091,Term3,Science,53.1
S2091,Term3,History,68.5
S2091,Term3,Computer Science,50.5
S2091,Term3,Economics,56.5
S2091,Term3,Biology,57.6
S2092,Term1,Math,80.8
S2092,Term1,English,60.3
S2092,Term1,Science,63.8
S2092,Term1,History,66.7
S2092,Term1,Computer Science,71.7
S2092,Term1,Economics,76.4
S2092,Term1,Biology,76.1
S2092,Term2,Math,61.1
S2092,Term2,English,60.9
S2092,Term2,Science,66.7
S2092,Term2,History,47.1
S2092,Term2,Computer Science,67.4
S2092,Term2,Economics,59.7
S2092,Term2,Biology,61.1
S2092,Term3,Math,45.1
S2092,Term3,English,44.3
S2092,Term3,Science,51.5
S2092,Term3,History,65.3
S2092,Term3,Computer Science,50.4
S2092,Term3,Economics,40.8
S2092,Term3,Biology,43.4
S2093,Term1,Math,72.3
S2093,Term1,English,66.4
S2093,Term1,Science,72.3
S2093,Term1,History,54.3
S2093,Term1,Computer Science,55.1
S2093,Term1,Economics,60.5
S2093,Term1,Biology,61.1
S2093,Term2,Math,55.2
S2093,Term2,English,64.4
S2093,Term2,Science,68.9
S2093,Term2,History,49.2
S2093,Term2,Computer Science,60.9
S2093,Term2,Economics,71.7
S2093,Term2,Biology,60.4
S2093,Term3,Math,74.2
S2093,Term3,English,57.5
S2093,Term3,Science,67.8
S2093,Term3,History,80.0
S2093,Term3,Computer Science,69.2
S2093,Term3,Economics,81.4
S2093,Term3,Biology,71.8
S2094,Term1,Math,49.8
S2094,Term1,English,38.8
S2094,Term1,Science,56.1
S2094,Term1,History,59.5
S2094,Term1,Computer Science,34.2
S2094,Term1,Economics,48.1
S2094,Term1,Biology,52.3
S2094,Term2,Math,67.8
S2094,Term2,English,51.1
S2094,Term2,Science,55.6
S2094,Term2,History,41.7
S2094,Term2,Computer Science,58.8
S2094,Term2,Economics,57.6
S2094,Term2,Biology,42.1
S2094,Term3,Math,79.9
S2094,Term3,English,73.3
S2094,Term3,Science,79.3
S2094,Term3,History,58.0
S2094,Term3,Computer Science,77.6
S2094,Term3,Economics,62.0
S2094,Term3,Biology,54.5
S2095,Term1,Math,53.9
S2095,Term1,English,66.6
S2095,Term1,Science,60.3
S2095,Term1,History,76.4
S2095,Term1,Computer Science,62.5
S2095,Term1,Economics,63.6
S2095,Term1,Biology,74.9
S2095,Term2,Math,56.5
S2095,Term2,English,78.9
S2095,Term2,Science,55.5
S2095,Term2,History,62.7
S2095,Term2,Computer Science,63.5
S2095,Term2,Economics,56.8
S2095,Term2,Biology,62.4
S2095,Term3,Math,52.4
S2095,Term3,English,44.5
S2095,Term3,Science,35.2
S2095,Term3,History,54.1
S2095,Term3,Computer Science,55.4
S2095,Term3,Economics,53.5
S2095,Term3,Biology,46.9
S2096,Term1,Math,74.1
S2096,Term1,English,54.4
S2096,Term1,Science,64.2
S2096,Term1,History,82.0
S2096,Term1,Computer Science,68.6
S2096,Term1,Economics,66.2
S2096,Term1,Biology,69.4
S2096,Term2,Math,55.9
S2096,Term2,English,47.8
S2096,Term2,Science,63.8
S2096,Term2,History,74.5
S2096,Term2,Computer Science,56.1
S2096,Term2,Economics,45.7
S2096,Term2,Biology,50.3
S2096,Term3,Math,42.8
S2096,Term3,English,41.2
S2096,Term3,Science,49.3
S2096,Term3,History,48.1
S2096,Term3,Computer Science,49.8
S2096,Term3,Economics,43.6
S2096,Term3,Biology,44.6
S2097,Term1,Math,84.1
S2097,Term1,English,85.1
S2097,Term1,Science,74.6
S2097,Term1,History,82.7
S2097,Term1,Computer Science,95.1
S2097,Term1,Economics,92.8
S2097,Term1,Biology,80.9
S2097,Term2,Math,61.9
S2097,Term2,English,62.5
S2097,Term2,Science,59.5
S2097,Term2,History,62.0
S2097,Term2,Computer Science,73.0
S2097,Term2,Economics,72.4
S2097,Term2,Biology,71.2
S2097,Term3,Math,40.1
S2097,Term3,English,63.3
S2097,Term3,Science,61.9
S2097,Term3,History,50.7
S2097,Term3,Computer Science,57.7
S2097,Term3,Economics,47.9
S2097,Term3,Biology,60.6
S2098,Term1,Math,49.6
S2098,Term1,English,49.9
S2098,Term1,Science,62.8
S2098,Term1,History,47.7
S2098,Term1,Computer Science,60.4
S2098,Term1,Economics,64.0
S2098,Term1,Biology,54.9
S2098,Term2,Math,48.3
S2098,Term2,English,50.2
S2098,Term2,Science,28.7
S2098,Term2,History,50.1
S2098,Term2,Computer Science,57.0
S2098,Term2,Economics,56.2
S2098,Term2,Biology,56.3
S2098,Term3,Math,56.7
S2098,Term3,English,38.7
S2098,Term3,Science,41.4
S2098,Term3,History,55.7
S2098,Term3,Computer Science,53.5
S2098,Term3,Economics,58.6
S2098,Term3,Biology,62.8
S2099,Term1,Math,52.6
S2099,Term1,English,67.0
S2099,Term1,Science,87.4
S2099,Term1,History,80.6
S2099,Term1,Computer Science,56.3
S2099,Term1,Economics,74.6
S2099,Term1,Biology,71.4
S2099,Term2,Math,83.7
S2099,Term2,English,77.2
S2099,Term2,Science,66.6
S2099,Term2,History,60.1
S2099,Term2,Computer Science,62.9
S2099,Term2,Economics,62.6
S2099,Term2,Biology,70.2
S2099,Term3,Math,46.1
S2099,Term3,English,52.6
S2099,Term3,Science,43.0
S2099,Term3,History,43.0
S2099,Term3,Computer Science,65.9
S2099,Term3,Economics,54.4
S2099,Term3,Biology,30.8
S2100,Term1,Math,37.3
S2100,Term1,English,55.4
S2100,Term1,Science,62.5
S2100,Term1,History,61.7
S2100,Term1,Computer Science,45.6
S2100,Term1,Economics,54.9
S2100,Term1,Biology,50.2
S2100,Term2,Math,57.0
S2100,Term2,English,50.1
S2100,Term2,Science,62.5
S2100,Term2,History,74.5
S2100,Term2,Computer Science,69.7
S2100,Term2,Economics,56.4
S2100,Term2,Biology,51.3
S2100,Term3,Math,74.5
S2100,Term3,English,69.1
S2100,Term3,Science,65.9
S2100,Term3,History,63.7
S2100,Term3,Computer Science,61.4
S2100,Term3,Economics,59.9
S2100,Term3,Biology,67.3
S2101,Term1,Math,70.0
S2101,Term1,English,70.6
S2101,Term1,Science,83.1
S2101,Term1,History,66.6
S2101,Term1,Computer Science,68.1
S2101,Term1,Economics,69.7
S2101,Term1,Biology,73.9
S2101,Term2,Math,54.0
S2101,Term2,English,61.5
S2101,Term2,Science,58.8
S2101,Term2,History,61.0
S2101,Term2,Computer Science,49.6
S2101,Term2,Economics,59.6
S2101,Term2,Biology,46.0
S2101,Term3,Math,72.6
S2101,Term3,English,67.2
S2101,Term3,Science,55.7
S2101,Term3,History,69.0
S2101,Term3,Computer Science,71.6
S2101,Term3,Economics,74.2
S2101,Term3,Biology,52.3
S2102,Term1,Math,64.0
S2102,Term1,English,50.1
S2102,Term1,Science,57.3
S2102,Term1,History,67.4
S2102,Term1,Computer Science,62.4
S2102,Term1,Economics,75.7
S2102,Term1,Biology,55.4
S2102,Term2,Math,65.0
S2102,Term2,English,58.5
S2102,Term2,Science,46.6
S2102,Term2,History,64.1
S2102,Term2,Computer Science,60.2
S2102,Term2,Economics,44.3
S2102,Term2,Biology,61.6
S2102,Term3,Math,60.3
S2102,Term3,English,66.4
S2102,Term3,Science,60.2
S2102,Term3,History,66.3
S2102,Term3,Computer Science,49.8
S2102,Term3,Economics,61.4
S2102,Term3,Biology,58.4
S2103,Term1,Math,28.2
S2103,Term1,English,5.1
S2103,Term1,Science,40.1
S2103,Term1,History,46.1
S2103,Term1,Computer Science,51.3
S2103,Term1,Economics,30.0
S2103,Term1,Biology,27.6
S2103,Term2,Math,65.4
S2103,Term2,English,70.6
S2103,Term2,Science,68.6
S2103,Term2,History,60.7
S2103,Term2,Computer Science,71.2
S2103,Term2,Economics,56.9
S2103,Term2,Biology,66.4
S2103,Term3,Math,74.2
S2103,Term3,English,60.3
S2103,Term3,Science,53.0
S2103,Term3,History,56.9
S2103,Term3,Computer Science,59.0
S2103,Term3,Economics,75.0
S2103,Term3,Biology,68.9
S2104,Term1,Math,72.1
S2104,Term1,English,51.6
S2104,Term1,Science,59.0
S2104,Term1,History,47.3
S2104,Term1,Computer Science,60.1
S2104,Term1,Economics,71.3
S2104,Term1,Biology,63.3
S2104,Term2,Math,75.2
S2104,Term2,English,59.8
S2104,Term2,Science,47.5
S2104,Term2,History,70.3
S2104,Term2,Computer Science,64.3
S2104,Term2,Economics,64.8
S2104,Term2,Biology,66.5
S2104,Term3,Math,64.6
S2104,Term3,English,61.0
S2104,Term3,Science,77.9
S2104,Term3,History,69.4
S2104,Term3,Computer Science,67.4
S2104,Term3,Economics,61.2
S2104,Term3,Biology,57.1
S2105,Term1,Math,31.9
S2105,Term1,English,41.5
S2105,Term1,Science,29.8
S2105,Term1,History,34.6
S2105,Term1,Computer Science,43.8
S2105,Term1,Economics,32.1
S2105,Term1,Biology,35.2
S2105,Term2,Math,72.2
S2105,Term2,English,84.7
S2105,Term2,Science,70.2
S2105,Term2,History,58.9
S2105,Term2,Computer Science,79.4
S2105,Term2,Economics,67.3
S2105,Term2,Biology,64.3
S2105,Term3,Math,72.2
S2105,Term3,English,71.1
S2105,Term3,Science,68.2
S2105,Term3,History,73.7
S2105,Term3,Computer Science,66.0
S2105,Term3,Economics,61.2
S2105,Term3,Biology,78.4
S2106,Term1,Math,66.4
S2106,Term1,English,46.7
S2106,Term1,Science,68.1
S2106,Term1,History,61.2
S2106,Term1,Computer Science,54.7
S2106,Term1,Economics,52.8
S2106,Term1,Biology,83.3
S2106,Term2,Math,59.7
S2106,Term2,English,52.2
S2106,Term2,Science,57.7
S2106,Term2,History,63.6
S2106,Term2,Computer Science,51.2
S2106,Term2,Economics,48.3
S2106,Term2,Biology,59.7
S2106,Term3,Math,58.7
S2106,Term3,English,65.1
S2106,Term3,Science,57.8
S2106,Term3,History,84.1
S2106,Term3,Computer Science,74.4
S2106,Term3,Economics,67.7
S2106,Term3,Biology,69.3
S2107,Term1,Math,60.8
S2107,Term1,English,62.8
S2107,Term1,Science,60.4
S2107,Term1,History,59.0
S2107,Term1,Computer Science,64.2
S2107,Term1,Economics,69.2
S2107,Term1,Biology,57.8
S2107,Term2,Math,73.6
S2107,Term2,English,60.9
S2107,Term2,Science,70.3
S2107,Term2,History,81.5
S2107,Term2,Computer Science,64.6
S2107,Term2,Economics,79.5
S2107,Term2,Biology,82.5
S2107,Term3,Math,57.4
S2107,Term3,English,71.9
S2107,Term3,Science,80.2
S2107,Term3,History,73.6
S2107,Term3,Computer Science,93.8
S2107,Term3,Economics,81.4
S2107,Term3,Biology,69.7
S2108,Term1,Math,51.4
S2108,Term1,English,54.2
S2108,Term1,Science,55.0
S2108,Term1,History,61.3
S2108,Term1,Computer Science,82.8
S2108,Term1,Economics,55.7
S2108,Term1,Biology,56.3
S2108,Term2,Math,53.0
S2108,Term2,English,59.9
S2108,Term2,Science,69.8
S2108,Term2,History,55.2
S2108,Term2,Computer Science,53.6
S2108,Term2,Economics,64.6
S2108,Term2,Biology,60.9
S2108,Term3,Math,47.3
S2108,Term3,English,47.8
S2108,Term3,Science,43.2
S2108,Term3,History,57.7
S2108,Term3,Computer Science,56.1
S2108,Term3,Economics,44.5
S2108,Term3,Biology,60.4
S2109,Term1,Math,63.1
S2109,Term1,English,68.8
S2109,Term1,Science,82.8
S2109,Term1,History,78.9
S2109,Term1,Computer Science,70.9
S2109,Term1,Economics,75.5
S2109,Term1,Biology,90.0
S2109,Term2,Math,87.6
S2109,Term2,English,90.9
S2109,Term2,Science,76.0
S2109,Term2,History,72.3
S2109,Term2,Computer Science,89.8
S2109,Term2,Economics,85.1
S2109,Term2,Biology,82.4
S2109,Term3,Math,80.3
S2109,Term3,English,63.2
S2109,Term3,Science,71.1
S2109,Term3,History,64.9
S2109,Term3,Computer Science,85.7
S2109,Term3,Economics,56.8
S2109,Term3,Biology,72.4
S2110,Term1,Math,78.7
S2110,Term1,English,73.9
S2110,Term1,Science,60.3
S2110,Term1,History,71.2
S2110,Term1,Computer Science,66.9
S2110,Term1,Economics,62.3
S2110,Term1,Biology,63.4
S2110,Term2,Math,67.8
S2110,Term2,English,73.1
S2110,Term2,Science,68.1
S2110,Term2,History,41.9
S2110,Term2,Computer Science,45.8
S2110,Term2,Economics,69.1
S2110,Term2,Biology,46.4
S2110,Term3,Math,58.9
S2110,Term3,English,57.0
S2110,Term3,Science,57.8
S2110,Term3,History,54.8
S2110,Term3,Computer Science,45.8
S2110,Term3,Economics,54.8
S2110,Term3,Biology,50.0
S2111,Term1,Math,92.3
S2111,Term1,English,61.0
S2111,Term1,Science,59.2
S2111,Term1,History,54.7
S2111,Term1,Computer Science,57.2
S2111,Term1,Economics,72.6
S2111,Term1,Biology,60.4
S2111,Term2,Math,84.0
S2111,Term2,English,80.6
S2111,Term2,Science,62.1
S2111,Term2,History,90.4
S2111,Term2,Computer Science,82.1
S2111,Term2,Economics,76.6
S2111,Term2,Biology,92.8
S2111,Term3,Math,45.0
S2111,Term3,English,57.9
S2111,Term3,Science,57.7
S2111,Term3,History,59.9
S2111,Term3,Computer Science,74.7
S2111,Term3,Economics,55.9
S2111,Term3,Biology,62.2
S2112,Term1,Math,61.9
S2112,Term1,English,73.4
S2112,Term1,Science,57.7
S2112,Term1,History,78.9
S2112,Term1,Computer Science,75.1
S2112,Term1,Economics,74.1
S2112,Term1,Biology,59.2
S2112,Term2,Math,56.8
S2112,Term2,English,49.8
S2112,Term2,Science,60.9
S2112,Term2,History,41.7
S2112,Term2,Computer Science,55.1
S2112,Term2,Economics,66.8
S2112,Term2,Biology,56.0
S2112,Term3,Math,57.2
S2112,Term3,English,48.6
S2112,Term3,Science,53.9
S2112,Term3,History,60.0
S2112,Term3,Computer Science,51.2
S2112,Term3,Economics,54.4
S2112,Term3,Biology,56.6
S2113,Term1,Math,92.2
S2113,Term1,English,82.9
S2113,Term1,Science,75.3
S2113,Term1,History,96.3
S2113,Term1,Computer Science,85.0
S2113,Term1,Economics,82.8
S2113,Term1,Biology,85.7
S2113,Term2,Math,79.3
S2113,Term2,English,78.8
S2113,Term2,Science,67.9
S2113,Term2,History,66.9
S2113,Term2,Computer Science,71.8
S2113,Term2,Economics,85.1
S2113,Term2,Biology,68.6
S2113,Term3,Math,72.2
S2113,Term3,English,70.4
S2113,Term3,Science,61.2
S2113,Term3,History,68.6
S2113,Term3,Computer Science,67.5
S2113,Term3,Economics,69.0
S2113,Term3,Biology,71.6
S2114,Term1,Math,75.9
S2114,Term1,English,58.5
S2114,Term1,Science,73.4
S2114,Term1,History,66.7
S2114,Term1,Computer Science,62.1
S2114,Term1,Economics,79.8
S2114,Term1,Biology,75.0
S2114,Term2,Math,64.0
S2114,Term2,English,71.8
S2114,Term2,Science,68.5
S2114,Term2,History,64.1
S2114,Term2,Computer Science,62.7
S2114,Term2,Economics,90.1
S2114,Term2,Biology,56.5
S2114,Term3,Math,58.7
S2114,Term3,English,74.2
S2114,Term3,Science,67.6
S2114,Term3,History,61.0
S2114,Term3,Computer Science,65.7
S2114,Term3,Economics,59.3
S2114,Term3,Biology,68.1
S2115,Term1,Math,63.0
S2115,Term1,English,82.6
S2115,Term1,Science,80.3
S2115,Term1,History,85.2
S2115,Term1,Computer Science,71.5
S2115,Term1,Economics,83.2
S2115,Term1,Biology,93.2
S2115,Term2,Math,62.9
S2115,Term2,English,41.5
S2115,Term2,Science,65.2
S2115,Term2,History,50.5
S2115,Term2,Computer Science,59.7
S2115,Term2,Economics,57.8
S2115,Term2,Biology,80.8
S2115,Term3,Math,73.9
S2115,Term3,English,69.7
S2115,Term3,Science,65.1
S2115,Term3,History,75.8
S2115,Term3,Computer Science,78.7
S2115,Term3,Economics,70.4
S2115,Term3,Biology,61.6
S2116,Term1,Math,81.1
S2116,Term1,English,100.0
S2116,Term1,Science,75.1
S2116,Term1,History,89.3
S2116,Term1,Computer Science,100.0
S2116,Term1,Economics,76.4
S2116,Term1,Biology,84.3
S2116,Term2,Math,89.7
S2116,Term2,English,93.1
S2116,Term2,Science,78.5
S2116,Term2,History,93.9
S2116,Term2,Computer Science,89.5
S2116,Term2,Economics,70.8
S2116,Term2,Biology,92.4
S2116,Term3,Math,49.5
S2116,Term3,English,42.9
S2116,Term3,Science,47.5
S2116,Term3,History,39.4
S2116,Term3,Computer Science,73.5
S2116,Term3,Economics,54.4
S2116,Term3,Biology,66.5
S2117,Term1,Math,56.8
S2117,Term1,English,57.3
S2117,Term1,Science,82.7
S2117,Term1,History,57.6
S2117,Term1,Computer Science,61.4
S2117,Term1,Economics,40.8
S2117,Term1,Biology,54.3
S2117,Term2,Math,69.4
S2117,Term2,English,73.9
S2117,Term2,Science,50.5
S2117,Term2,History,59.2
S2117,Term2,Computer Science,74.8
S2117,Term2,Economics,48.4
S2117,Term2,Biology,65.5
S2117,Term3,Math,69.7
S2117,Term3,English,68.3
S2117,Term3,Science,60.0
S2117,Term3,History,71.2
S2117,Term3,Computer Science,70.9
S2117,Term3,Economics,56.0
S2117,Term3,Biology,52.4
S2118,Term1,Math,60.8
S2118,Term1,English,57.8
S2118,Term1,Science,49.2
S2118,Term1,History,59.8
S2118,Term1,Computer Science,66.2
S2118,Term1,Economics,66.2
S2118,Term1,Biology,64.7
S2118,Term2,Math,64.6
S2118,Term2,English,52.8
S2118,Term2,Science,60.7
S2118,Term2,History,75.5
S2118,Term2,Computer Science,57.8
S2118,Term2,Economics,56.4
S2118,Term2,Biology,69.7
S2118,Term3,Math,42.6
S2118,Term3,English,49.6
S2118,Term3,Science,59.0
S2118,Term3,History,29.7
S2118,Term3,Computer Science,59.5
S2118,Term3,Economics,57.3
S2118,Term3,Biology,54.8
S2119,Term1,Math,60.2
S2119,Term1,English,64.5
S2119,Term1,Science,74.7
S2119,Term1,History,66.8
S2119,Term1,Computer Science,61.2
S2119,Term1,Economics,77.0
S2119,Term1,Biology,84.7
S2119,Term2,Math,39.3
S2119,Term2,English,55.8
S2119,Term2,Science,76.1
S2119,Term2,History,48.4
S2119,Term2,Computer Science,45.7
S2119,Term2,Economics,42.8
S2119,Term2,Biology,66.1
S2119,Term3,Math,58.5
S2119,Term3,English,42.5
S2119,Term3,Science,63.7
S2119,Term3,History,66.8
S2119,Term3,Computer Science,66.0
S2119,Term3,Economics,72.1
S2119,Term3,Biology,60.2
S2120,Term1,Math,55.8
S2120,Term1,English,46.7
S2120,Term1,Science,40.9
S2120,Term1,History,56.1
S2120,Term1,Computer Science,53.4
S2120,Term1,Economics,44.9
S2120,Term1,Biology,51.0
S2120,Term2,Math,54.1
S2120,Term2,English,59.7
S2120,Term2,Science,62.1
S2120,Term2,History,74.4
S2120,Term2,Computer Science,76.0
S2120,Term2,Economics,75.1
S2120,Term2,Biology,54.2
S2120,Term3,Math,56.5
S2120,Term3,English,62.3
S2120,Term3,Science,55.2
S2120,Term3,History,65.6
S2120,Term3,Computer Science,53.1
S2120,Term3,Economics,48.8
S2120,Term3,Biology,62.0
S2121,Term1,Math,71.5
S2121,Term1,English,52.8
S2121,Term1,Science,61.9
S2121,Term1,History,60.7
S2121,Term1,Computer Science,77.9
S2121,Term1,Economics,58.0
S2121,Term1,Biology,57.0
S2121,Term2,Math,76.0
S2121,Term2,English,45.9
S2121,Term2,Science,66.9
S2121,Term2,History,63.0
S2121,Term2,Computer Science,77.3
S2121,Term2,Economics,63.2
S2121,Term2,Biology,61.3
S2121,Term3,Math,80.5
S2121,Term3,English,88.2
S2121,Term3,Science,92.8
S2121,Term3,History,82.0
S2121,Term3,Computer Science,77.8
S2121,Term3,Economics,85.3
S2121,Term3,Biology,75.4
S2122,Term1,Math,61.9
S2122,Term1,English,72.7
S2122,Term1,Science,54.8
S2122,Term1,History,40.7
S2122,Term1,Computer Science,72.9
S2122,Term1,Economics,64.3
S2122,Term1,Biology,51.5
S2122,Term2,Math,49.0
S2122,Term2,English,71.4
S2122,Term2,Science,79.8
S2122,Term2,History,78.0
S2122,Term2,Computer Science,66.0
S2122,Term2,Economics,80.4
S2122,Term2,Biology,56.4
S2122,Term3,Math,60.9
S2122,Term3,English,48.2
S2122,Term3,Science,64.0
S2122,Term3,History,56.2
S2122,Term3,Computer Science,67.4
S2122,Term3,Economics,65.1
S2122,Term3,Biology,57.1
S2123,Term1,Math,83.0
S2123,Term1,English,92.7
S2123,Term1,Science,100.0
S2123,Term1,History,93.3
S2123,Term1,Computer Science,75.2
S2123,Term1,Economics,100.0
S2123,Term1,Biology,98.7
S2123,Term2,Math,55.5
S2123,Term2,English,57.3
S2123,Term2,Science,50.1
S2123,Term2,History,59.2
S2123,Term2,Computer Science,50.0
S2123,Term2,Economics,50.2
S2123,Term2,Biology,58.5
S2123,Term3,Math,81.8
S2123,Term3,English,65.0
S2123,Term3,Science,67.6
S2123,Term3,History,67.5
S2123,Term3,Computer Science,52.3
S2123,Term3,Economics,70.8
S2123,Term3,Biology,66.6
S2124,Term1,Math,100.0
S2124,Term1,English,94.9
S2124,Term1,Science,76.0
S2124,Term1,History,82.5
S2124,Term1,Computer Science,85.7
S2124,Term1,Economics,77.0
S2124,Term1,Biology,94.5
S2124,Term2,Math,47.0
S2124,Term2,English,51.7
S2124,Term2,Science,46.0
S2124,Term2,History,54.5
S2124,Term2,Computer Science,51.0
S2124,Term2,Economics,39.5
S2124,Term2,Biology,51.5
S2124,Term3,Math,87.0
S2124,Term3,English,67.9
S2124,Term3,Science,60.0
S2124,Term3,History,73.4
S2124,Term3,Computer Science,68.4
S2124,Term3,Economics,57.0
S2124,Term3,Biology,87.2
S2125,Term1,Math,73.0
S2125,Term1,English,63.7
S2125,Term1,Science,68.0
S2125,Term1,History,67.0
S2125,Term1,Computer Science,66.6
S2125,Term1,Economics,64.3
S2125,Term1,Biology,64.5
S2125,Term2,Math,48.0
S2125,Term2,English,84.4
S2125,Term2,Science,61.0
S2125,Term2,History,90.7
S2125,Term2,Computer Science,75.2
S2125,Term2,Economics,72.1
S2125,Term2,Biology,70.4
S2125,Term3,Math,60.6
S2125,Term3,English,57.1
S2125,Term3,Science,49.3
S2125,Term3,History,45.1
S2125,Term3,Computer Science,43.5
S2125,Term3,Economics,65.5
S2125,Term3,Biology,60.7
S2126,Term1,Math,85.0
S2126,Term1,English,90.7
S2126,Term1,Science,91.5
S2126,Term1,History,98.2
S2126,Term1,Computer Science,80.4
S2126,Term1,Economics,80.6
S2126,Term1,Biology,85.7
S2126,Term2,Math,51.1
S2126,Term2,English,43.6
S2126,Term2,Science,36.4
S2126,Term2,History,43.0
S2126,Term2,Computer Science,61.1
S2126,Term2,Economics,42.5
S2126,Term2,Biology,54.5
S2126,Term3,Math,64.3
S2126,Term3,English,59.6
S2126,Term3,Science,64.2
S2126,Term3,History,59.8
S2126,Term3,Computer Science,73.0
S2126,Term3,Economics,67.5
S2126,Term3,Biology,69.5
S2127,Term1,Math,60.5
S2127,Term1,English,47.7
S2127,Term1,Science,72.8
S2127,Term1,History,52.8
S2127,Term1,Computer Science,49.2
S2127,Term1,Economics,50.1
S2127,Term1,Biology,60.9
S2127,Term2,Math,71.9
S2127,Term2,English,58.2
S2127,Term2,Science,67.1
S2127,Term2,History,64.2
S2127,Term2,Computer Science,66.7
S2127,Term2,Economics,59.7
S2127,Term2,Biology,43.5
S2127,Term3,Math,68.8
S2127,Term3,English,60.8
S2127,Term3,Science,58.6
S2127,Term3,History,63.4
S2127,Term3,Computer Science,59.5
S2127,Term3,Economics,68.3
S2127,Term3,Biology,73.4
S2128,Term1,Math,59.5
S2128,Term1,English,60.5
S2128,Term1,Science,69.0
S2128,Term1,History,66.6
S2128,Term1,Computer Science,73.9
S2128,Term1,Economics,70.2
S2128,Term1,Biology,64.4
S2128,Term2,Math,50.9
S2128,Term2,English,57.7
S2128,Term2,Science,41.6
S2128,Term2,History,70.6
S2128,Term2,Computer Science,56.1
S2128,Term2,Economics,67.1
S2128,Term2,Biology,45.7
S2128,Term3,Math,41.1
S2128,Term3,English,47.0
S2128,Term3,Science,73.1
S2128,Term3,History,51.8
S2128,Term3,Computer Science,48.5
S2128,Term3,Economics,44.5
S2128,Term3,Biology,65.4
S2129,Term1,Math,54.3
S2129,Term1,English,75.3
S2129,Term1,Science,82.3
S2129,Term1,History,60.5
S2129,Term1,Computer Science,62.1
S2129,Term1,Economics,64.5
S2129,Term1,Biology,59.2
S2129,Term2,Math,57.5
S2129,Term2,English,65.3
